sex,sat_v,sat_m,sat_sum,hs_gpa,fy_gpa
2.0,75.0,58.0,137.0,3.9856639266014104,3.9960427284240723
1.0,66.0,47.0,134.0,2.6932539343833923,0.1761716604232788
1.0,53.0,30.0,56.0,1.8490680016577243,0.5316267013549805
2.0,36.0,32.0,72.0,3.194944512844086,0.19856150448322296
2.0,76.0,49.0,133.0,3.697512483596802,3.9948320388793945
1.0,75.0,39.0,130.0,2.5647110462188722,3.974397659301758
1.0,70.0,32.0,80.0,3.9410843729972838,2.2333438396453857
2.0,74.0,63.0,61.0,3.977765691280365,0.6112219095230103
1.0,61.0,45.0,143.0,2.2390126287937164,3.912790060043335
2.0,64.0,49.0,76.0,3.6784398555755615,3.954845905303955
2.0,66.0,52.0,144.0,3.9984100461006165,3.9807827472686768
1.0,47.0,51.0,143.0,3.9438842654228212,3.9805660247802734
1.0,42.0,76.0,142.0,3.9982937335968023,3.9391555786132812
1.0,65.0,32.0,53.0,1.9459180518984796,1.5740257501602173
1.0,69.0,74.0,137.0,3.942630791664124,3.8735404014587402
1.0,73.0,38.0,54.0,2.594082182645798,3.931428909301758
2.0,46.0,30.0,53.0,1.8281222850084304,0.03467957675457001
1.0,33.0,46.0,66.0,3.9950476050376897,0.018478695303201675
1.0,68.0,77.0,135.0,3.9989071607589723,0.5372597575187683
2.0,41.0,74.0,82.0,3.999027669429779,3.9980416297912598
2.0,49.0,38.0,94.0,1.946657806634903,3.87308406829834
2.0,28.0,66.0,141.0,3.813571119308472,3.9989545345306396
2.0,33.0,72.0,57.0,3.9854366779327393,3.7640066146850586
2.0,33.0,36.0,97.0,2.118193507194519,3.9657607078552246
1.0,33.0,75.0,128.0,3.721109759807587,3.994969606399536
1.0,74.0,70.0,96.0,3.3970782041549685,0.8208076357841492
1.0,64.0,41.0,107.0,2.745337808132172,2.3299994468688965
2.0,73.0,65.0,143.0,3.670731627941132,3.935577154159546
1.0,69.0,31.0,111.0,1.9248050130903722,0.22931046783924103
2.0,46.0,76.0,143.0,3.969460821151734,3.079423666000366
1.0,58.0,67.0,130.0,2.8705297946929935,3.489014148712158
2.0,76.0,76.0,119.0,3.9514007806777958,3.062310218811035
1.0,67.0,42.0,140.0,2.1500291377305984,2.8230764865875244
2.0,31.0,77.0,139.0,3.9999118804931646,2.5952210426330566
2.0,72.0,76.0,135.0,3.9999150276184086,0.3331185579299927
2.0,60.0,68.0,134.0,3.8908535003662115,3.9942731857299805
1.0,66.0,68.0,139.0,3.9728345394134523,0.6671172380447388
2.0,36.0,48.0,120.0,2.544160580635071,2.1727330684661865
2.0,63.0,47.0,66.0,3.795396733283997,3.993126392364502
1.0,61.0,56.0,127.0,3.300996994972229,0.16539263725280762
2.0,27.0,34.0,73.0,2.6470649540424347,3.9987969398498535
2.0,38.0,63.0,120.0,3.9808042407035833,0.6887993216514587
2.0,75.0,77.0,143.0,3.9436758995056156,3.9873647689819336
2.0,31.0,36.0,86.0,3.7969506263732913,0.05703999847173691
2.0,27.0,66.0,134.0,2.2310538440942764,3.999727725982666
1.0,74.0,73.0,92.0,2.445597141981125,1.1808958053588867
2.0,64.0,75.0,142.0,3.994611465930939,3.994732141494751
2.0,51.0,39.0,116.0,3.9963000297546385,3.759946823120117
1.0,53.0,75.0,140.0,3.9747831344604494,3.980480909347534
2.0,29.0,31.0,61.0,1.8647908918559553,3.2911183834075928
2.0,28.0,37.0,65.0,3.8600714683532713,3.99833607673645
2.0,75.0,74.0,144.0,3.4092806577682495,3.221247434616089
2.0,72.0,60.0,114.0,3.997205221652985,3.8873891830444336
2.0,60.0,42.0,59.0,3.7568388104438784,1.9503662586212158
2.0,25.0,47.0,72.0,3.158510375022888,3.9869942665100098
2.0,73.0,69.0,134.0,3.6992022275924685,1.5070923566818237
1.0,75.0,75.0,95.0,1.8739391669631005,0.07141976803541183
1.0,56.0,62.0,134.0,3.3290791869163514,0.07908855378627777
2.0,75.0,29.0,118.0,3.406618058681488,3.3008644580841064
2.0,76.0,76.0,141.0,3.9253897905349735,1.2203248739242554
2.0,64.0,75.0,126.0,3.9998258590698246,3.7263481616973877
2.0,55.0,53.0,141.0,1.8624230284243823,3.927039623260498
2.0,76.0,64.0,144.0,3.9963040947914124,3.926074504852295
1.0,72.0,68.0,143.0,3.389562475681305,3.5321972370147705
1.0,65.0,69.0,117.0,1.868097147718072,0.412028431892395
2.0,61.0,74.0,144.0,3.9933354377746584,3.7998082637786865
2.0,52.0,52.0,58.0,3.9621278882026676,0.9737923741340637
1.0,29.0,66.0,59.0,3.253052639961243,0.41105082631111145
1.0,74.0,30.0,54.0,2.089053291082382,0.014600919559597969
2.0,52.0,59.0,100.0,3.998636770248413,3.6285483837127686
1.0,52.0,63.0,141.0,2.1731006801128387,3.959841728210449
1.0,51.0,46.0,133.0,3.388918232917786,0.9154846668243408
1.0,70.0,74.0,143.0,3.9978652000427246,3.527614116668701
2.0,52.0,42.0,123.0,3.3442800641059875,2.023465871810913
2.0,27.0,47.0,67.0,3.9164460539817814,3.9949066638946533
2.0,41.0,62.0,122.0,3.9573029518127445,1.4171408414840698
1.0,64.0,76.0,138.0,3.689080679416657,3.9984052181243896
1.0,75.0,73.0,126.0,3.9094464540481573,3.776167869567871
2.0,74.0,76.0,130.0,3.8746894717216493,3.274031400680542
1.0,71.0,77.0,144.0,3.998477053642273,3.6016292572021484
1.0,48.0,31.0,89.0,2.2728995621204375,3.7120847702026367
2.0,67.0,42.0,70.0,3.2754765629768374,3.9678752422332764
2.0,38.0,31.0,61.0,3.654766130447388,3.9476304054260254
2.0,50.0,36.0,62.0,3.9045724749565123,3.8592092990875244
1.0,71.0,59.0,143.0,2.866543108224869,3.9910123348236084
1.0,76.0,56.0,88.0,1.9138091459870339,0.07539625465869904
1.0,75.0,59.0,79.0,3.9953960180282593,1.3262492418289185
2.0,59.0,75.0,125.0,3.9990554690361027,3.9573898315429688
2.0,40.0,44.0,88.0,3.9738130331039434,3.8134257793426514
2.0,46.0,33.0,53.0,3.7409283876419073,0.00027011026395484805
1.0,73.0,73.0,111.0,3.2952238559722904,3.765458822250366
2.0,69.0,76.0,139.0,3.8753754138946537,0.8354104161262512
1.0,70.0,29.0,54.0,1.9824485376477243,0.34785953164100647
1.0,65.0,53.0,117.0,2.3142246931791304,0.015859344974160194
1.0,33.0,56.0,130.0,2.9673381209373475,1.7030096054077148
2.0,59.0,32.0,71.0,3.6772810578346253,3.282407283782959
1.0,73.0,74.0,99.0,3.71397784948349,0.0129178985953331
1.0,65.0,35.0,143.0,3.995942175388336,3.991896390914917
1.0,74.0,77.0,143.0,3.9988170742988585,3.996812582015991
1.0,49.0,77.0,90.0,3.9997513771057127,3.973945140838623
1.0,29.0,33.0,77.0,3.945245003700257,3.7436816692352295
1.0,67.0,31.0,99.0,3.9592324018478395,2.1244237422943115
2.0,31.0,71.0,99.0,3.875666785240173,3.9107511043548584
2.0,25.0,31.0,54.0,1.8571585681289435,2.0093376636505127
1.0,73.0,76.0,143.0,3.990996074676514,3.9596216678619385
1.0,64.0,45.0,63.0,2.5160430490970613,0.253994882106781
1.0,70.0,32.0,92.0,2.663243341445923,2.2281494140625
1.0,72.0,72.0,78.0,1.8623001839965583,0.6007571816444397
1.0,26.0,69.0,144.0,2.0081710249185565,3.814905881881714
2.0,26.0,32.0,117.0,2.401084136962891,3.781137704849243
2.0,51.0,67.0,125.0,3.9920763254165648,3.993246555328369
2.0,68.0,61.0,56.0,3.3126092314720155,3.5087029933929443
1.0,39.0,64.0,101.0,3.919157958030701,0.5437084436416626
2.0,30.0,40.0,88.0,3.5447097182273866,3.975083589553833
2.0,30.0,58.0,133.0,3.964058518409729,3.2893197536468506
1.0,73.0,51.0,70.0,3.902381420135498,3.9012885093688965
1.0,40.0,31.0,54.0,1.8276657121255995,3.7916250228881836
2.0,66.0,32.0,80.0,2.7713800072669983,3.999802589416504
2.0,37.0,73.0,142.0,3.9983427762985233,3.36122989654541
2.0,68.0,54.0,143.0,3.8822109699249268,3.9682552814483643
1.0,54.0,50.0,57.0,3.4181226372718814,3.786760091781616
2.0,34.0,66.0,131.0,3.9532359480857853,3.87949275970459
1.0,37.0,37.0,59.0,2.119969370961189,3.919025182723999
1.0,72.0,77.0,144.0,3.9999257802963255,3.9990622997283936
2.0,32.0,33.0,144.0,3.976606237888336,3.985678195953369
2.0,34.0,30.0,56.0,1.9554473832249641,3.9978082180023193
1.0,48.0,55.0,109.0,1.901633344590664,3.8154451847076416
2.0,68.0,64.0,79.0,3.994203650951386,3.9385673999786377
2.0,38.0,60.0,122.0,3.9808528900146483,3.763881206512451
2.0,45.0,37.0,132.0,2.1850299894809724,3.974123239517212
2.0,75.0,76.0,144.0,3.994150149822235,3.9996328353881836
2.0,69.0,31.0,54.0,3.9519732952117925,0.5982046127319336
2.0,31.0,40.0,64.0,3.254374432563782,1.2822840213775635
2.0,74.0,50.0,114.0,3.9865912795066833,3.996509313583374
1.0,75.0,37.0,61.0,1.9663938388228417,2.584803581237793
2.0,35.0,52.0,123.0,3.97155339717865,3.9971187114715576
1.0,68.0,77.0,117.0,3.4774947285652162,3.9806969165802
1.0,66.0,40.0,117.0,3.1243680000305174,3.853104829788208
2.0,26.0,37.0,139.0,3.352662825584412,3.9983069896698
2.0,48.0,50.0,100.0,2.002294932305813,3.996668815612793
2.0,30.0,51.0,72.0,3.9939078211784365,3.9821524620056152
1.0,73.0,59.0,139.0,3.417183351516724,3.4154343605041504
2.0,35.0,29.0,53.0,1.9732311487197878,3.7369701862335205
1.0,76.0,62.0,120.0,3.9777271389961246,3.6314406394958496
1.0,56.0,38.0,54.0,3.343264985084534,0.0012157878372818232
1.0,72.0,72.0,54.0,3.9193008899688726,2.31655216217041
2.0,33.0,47.0,133.0,3.621813762187958,3.9762961864471436
1.0,60.0,58.0,72.0,3.994142544269562,0.03739922493696213
1.0,25.0,32.0,55.0,1.8266153058037162,1.508851408958435
2.0,26.0,30.0,95.0,2.4630029737949375,3.9971837997436523
2.0,75.0,68.0,72.0,3.9804331421852117,1.9794756174087524
2.0,73.0,76.0,144.0,3.99672292470932,3.67915678024292
2.0,30.0,64.0,106.0,3.360458254814148,3.9935643672943115
1.0,74.0,77.0,137.0,3.637038373947144,3.999532699584961
2.0,26.0,31.0,55.0,2.910718059539795,3.5503017902374268
2.0,26.0,35.0,74.0,1.8976461417973043,2.970801830291748
2.0,61.0,60.0,73.0,1.877768521755934,0.37398263812065125
2.0,24.0,38.0,139.0,3.9589537501335146,3.8780109882354736
2.0,72.0,76.0,144.0,3.999207711219788,3.93855357170105
1.0,40.0,71.0,101.0,3.478130578994751,0.5015124678611755
1.0,31.0,62.0,104.0,3.6833891034126283,3.1435298919677734
2.0,28.0,71.0,138.0,3.718876612186432,3.9978039264678955
2.0,37.0,49.0,82.0,3.249368143081665,3.7239480018615723
1.0,53.0,69.0,128.0,3.9579646348953252,0.08373358100652695
1.0,30.0,61.0,103.0,3.9677691102027897,0.7723634839057922
2.0,40.0,77.0,140.0,3.96719069480896,1.3534473180770874
1.0,63.0,30.0,89.0,1.928803263604641,3.8707878589630127
2.0,55.0,33.0,102.0,3.785734927654267,3.9735682010650635
2.0,29.0,37.0,120.0,3.150706684589386,3.7484664916992188
1.0,44.0,31.0,53.0,1.805726871546358,2.3203254386316985e-05
2.0,63.0,38.0,57.0,3.8419648766517644,3.7578213214874268
1.0,71.0,77.0,144.0,3.996204829216004,3.8262996673583984
1.0,52.0,64.0,131.0,3.9679970145225525,2.083997964859009
1.0,59.0,75.0,73.0,3.9972015500068663,3.7325220108032227
1.0,51.0,77.0,139.0,3.864974558353424,3.8009800910949707
2.0,42.0,72.0,53.0,2.641965037584305,1.1680827140808105
1.0,42.0,76.0,104.0,3.392107450962067,3.5341808795928955
2.0,39.0,52.0,79.0,3.5970891594886782,0.24563278257846832
1.0,26.0,39.0,54.0,2.7421141028404237,3.368769645690918
2.0,28.0,36.0,53.0,3.129143762588501,0.16934247314929962
1.0,74.0,41.0,108.0,2.709967464208603,2.0776822566986084
2.0,71.0,72.0,142.0,3.81181161403656,0.04549289867281914
1.0,30.0,29.0,54.0,1.968960876762867,0.9265924096107483
2.0,27.0,55.0,86.0,3.89703209400177,3.9991343021392822
2.0,28.0,41.0,65.0,3.5411697268486027,3.947437286376953
2.0,52.0,40.0,121.0,3.944815683364868,3.994220018386841
2.0,33.0,31.0,54.0,1.8338829297572374,2.1507956981658936
2.0,62.0,66.0,141.0,3.993058753013611,1.8776459693908691
1.0,37.0,38.0,69.0,1.868322503194213,1.22040855884552
2.0,73.0,51.0,137.0,3.974126696586609,3.8499650955200195
2.0,44.0,77.0,144.0,3.9999868869781494,3.9995594024658203
2.0,73.0,75.0,119.0,3.9058454871177677,3.933976888656616
2.0,42.0,61.0,114.0,3.9913823843002323,0.6389012336730957
1.0,71.0,51.0,142.0,3.5904808521270755,3.9025416374206543
2.0,66.0,48.0,62.0,3.5776711344718937,3.182086944580078
2.0,29.0,32.0,108.0,1.8446119632571936,2.735781192779541
1.0,29.0,31.0,137.0,3.242138934135437,0.06931578367948532
1.0,52.0,41.0,144.0,2.359668034315109,0.8397403359413147
1.0,53.0,69.0,124.0,2.8945988774299622,3.998199224472046
1.0,42.0,61.0,84.0,1.904235164821148,3.947871446609497
2.0,28.0,62.0,62.0,3.991901397705078,3.9764599800109863
2.0,71.0,36.0,103.0,3.644621503353119,3.144411087036133
1.0,32.0,58.0,67.0,2.1214700251817704,0.1686423271894455
1.0,73.0,46.0,143.0,2.594907319545746,3.812711238861084
1.0,29.0,44.0,139.0,2.088576075434685,3.609443426132202
1.0,74.0,74.0,107.0,3.9983359575271606,3.9780454635620117
2.0,27.0,33.0,112.0,3.2433762788772587,3.89862322807312
1.0,50.0,30.0,54.0,2.1066705703735353,0.8957776427268982
1.0,72.0,50.0,126.0,1.8990781493484974,0.13252611458301544
2.0,52.0,54.0,144.0,3.9769968748092657,3.489187240600586
1.0,61.0,30.0,53.0,2.998729383945465,2.0475056171417236
2.0,40.0,67.0,142.0,3.4128477931022645,3.999392032623291
1.0,74.0,75.0,84.0,2.7841933965682983,0.016366442665457726
2.0,43.0,31.0,130.0,3.6326818346977237,2.842288017272949
2.0,53.0,36.0,70.0,3.0558072209358214,3.9438302516937256
1.0,72.0,76.0,137.0,3.8183619618415836,3.1697726249694824
2.0,66.0,76.0,144.0,3.995884215831757,3.200549602508545
1.0,39.0,30.0,56.0,1.8454875197261573,0.6406832933425903
2.0,48.0,51.0,141.0,3.413093400001526,3.891908884048462
2.0,37.0,44.0,115.0,3.9828793764114385,3.8394782543182373
1.0,67.0,54.0,139.0,3.771379578113556,3.9608209133148193
2.0,75.0,72.0,142.0,3.9050715565681458,3.0968024730682373
1.0,70.0,72.0,114.0,3.182669544219971,0.3020705282688141
2.0,42.0,54.0,67.0,3.6013527274131776,3.1020610332489014
1.0,62.0,77.0,144.0,3.9803281068801883,3.9786388874053955
1.0,66.0,74.0,121.0,3.9517464399337774,1.1884434223175049
1.0,55.0,44.0,54.0,3.873884463310242,3.612844944000244
2.0,46.0,55.0,131.0,3.7641442060470585,2.976520538330078
1.0,69.0,68.0,134.0,3.9950348854064943,3.571068286895752
2.0,56.0,35.0,127.0,2.4767776131629944,3.9970591068267822
2.0,52.0,32.0,69.0,3.99588919878006,3.9995932579040527
1.0,36.0,77.0,135.0,3.9680733323097233,2.860504388809204
1.0,75.0,69.0,58.0,2.6366037130355835,2.7872378826141357
2.0,28.0,39.0,55.0,2.055242642760277,1.5025123357772827
1.0,59.0,32.0,54.0,2.2454484671354296,0.4125542640686035
1.0,71.0,49.0,138.0,3.5153179287910463,0.39922934770584106
1.0,33.0,32.0,60.0,1.8312697667628528,0.24459566175937653
1.0,30.0,29.0,70.0,3.1655900955200194,0.24646668136119843
2.0,68.0,76.0,132.0,3.9991767644882206,3.995098352432251
1.0,63.0,51.0,139.0,3.942262971401215,3.9437756538391113
1.0,42.0,36.0,53.0,1.814202523417771,0.0002790529979392886
2.0,27.0,31.0,54.0,2.9414658665657045,2.732607841491699
1.0,50.0,76.0,143.0,3.976280772686005,3.893409252166748
2.0,56.0,63.0,129.0,3.87950758934021,3.72977876663208
1.0,75.0,77.0,140.0,3.991571080684662,2.934736728668213
2.0,67.0,38.0,108.0,3.7677775621414185,3.625354528427124
1.0,54.0,76.0,143.0,3.9574714541435245,3.9973552227020264
1.0,58.0,42.0,103.0,2.642112755775452,2.4938015937805176
2.0,67.0,72.0,129.0,3.8429942488670354,3.9016032218933105
1.0,66.0,67.0,140.0,3.956115174293518,3.9842262268066406
1.0,31.0,38.0,66.0,2.662535172700882,2.309781551361084
1.0,65.0,59.0,130.0,3.9851181626319887,3.8307504653930664
1.0,47.0,34.0,61.0,3.454404664039612,3.941890001296997
2.0,66.0,65.0,102.0,3.994642281532288,3.990010976791382
1.0,43.0,76.0,141.0,3.908053064346314,3.994893789291382
2.0,53.0,77.0,141.0,3.9999601364135744,3.9174420833587646
1.0,45.0,48.0,56.0,1.8801920376718044,0.0006831008940935135
1.0,75.0,77.0,132.0,3.999056255817414,2.9278316497802734
2.0,34.0,74.0,68.0,3.956221652030945,3.9077255725860596
1.0,75.0,72.0,130.0,3.266662907600403,0.3894210457801819
2.0,35.0,72.0,142.0,3.972998321056366,3.828096866607666
2.0,55.0,34.0,87.0,3.9669873118400574,2.9150352478027344
2.0,57.0,31.0,53.0,2.4499989211559297,0.062062207609415054
2.0,70.0,65.0,127.0,3.9965190172195433,2.4406962394714355
2.0,30.0,74.0,129.0,3.961558520793915,3.9699065685272217
1.0,70.0,39.0,142.0,2.1503976792097093,0.29325032234191895
2.0,38.0,63.0,142.0,3.9960963845252992,3.9984889030456543
1.0,73.0,42.0,55.0,3.949965691566468,3.8112988471984863
2.0,75.0,77.0,134.0,3.985144257545471,3.9988467693328857
1.0,39.0,45.0,140.0,1.9755194693803788,3.800504207611084
2.0,44.0,39.0,53.0,3.9059534072875977,1.9703381061553955
2.0,74.0,76.0,142.0,3.9858480334281925,3.9982025623321533
2.0,70.0,74.0,56.0,3.9752017021179205,0.019822251051664352
2.0,67.0,41.0,72.0,2.80118151307106,0.2622089087963104
2.0,41.0,60.0,138.0,3.8562707901000977,3.9249162673950195
1.0,76.0,50.0,87.0,3.4170362234115603,3.2305755615234375
1.0,72.0,56.0,142.0,3.888834619522095,3.995964288711548
1.0,56.0,40.0,122.0,3.8352983474731444,0.5531985759735107
1.0,41.0,73.0,126.0,3.810290503501892,3.960426092147827
1.0,38.0,72.0,105.0,3.0821413159370423,3.988616943359375
2.0,29.0,61.0,134.0,3.8708691239357,3.9611282348632812
1.0,70.0,70.0,140.0,3.930121886730194,0.14474661648273468
2.0,47.0,73.0,136.0,3.9315030813217167,3.986067771911621
2.0,25.0,77.0,143.0,3.998590743541718,3.9899208545684814
1.0,73.0,58.0,87.0,3.533631181716919,1.8735672235488892
2.0,50.0,43.0,137.0,2.4772559106349945,3.3855810165405273
2.0,40.0,36.0,106.0,3.6150859951972962,3.2879738807678223
2.0,34.0,76.0,144.0,3.816803216934204,3.9997096061706543
2.0,71.0,77.0,143.0,3.952818298339844,3.762277364730835
2.0,68.0,31.0,80.0,1.8263852009549737,0.7042818665504456
1.0,74.0,72.0,122.0,3.9561644792556763,2.731200933456421
1.0,58.0,77.0,142.0,3.996551144123077,3.98300838470459
2.0,43.0,50.0,139.0,2.0994587033987044,3.997765302658081
1.0,68.0,58.0,82.0,2.1623251855373384,3.964002847671509
2.0,30.0,33.0,69.0,3.8464652657508855,3.0440523624420166
2.0,72.0,76.0,134.0,3.9810851216316223,3.6280999183654785
2.0,25.0,39.0,70.0,3.9840501070022585,2.4684689044952393
2.0,28.0,67.0,142.0,3.6772571921348574,3.9992806911468506
2.0,53.0,51.0,143.0,3.1592654228210453,3.8302383422851562
1.0,60.0,52.0,144.0,3.9816828131675726,3.985633611679077
2.0,69.0,75.0,134.0,3.9963789701461794,3.9978373050689697
1.0,73.0,76.0,137.0,3.2352182745933535,3.8166637420654297
2.0,47.0,75.0,130.0,3.99863178730011,3.999316692352295
2.0,63.0,77.0,56.0,3.857583010196686,3.958557605743408
2.0,33.0,44.0,112.0,3.8943705439567564,3.957735776901245
2.0,67.0,69.0,86.0,3.6398311853408813,3.9422836303710938
2.0,62.0,74.0,54.0,3.0503940343856812,2.7152397632598877
1.0,61.0,52.0,55.0,3.846639931201935,1.6407430171966553
1.0,30.0,70.0,138.0,3.9976678490638733,3.777885675430298
1.0,70.0,39.0,134.0,3.9971620798110967,3.973398447036743
1.0,52.0,59.0,102.0,2.099714571237564,3.3879427909851074
1.0,62.0,74.0,123.0,3.9967570185661314,2.8760290145874023
2.0,69.0,72.0,144.0,3.996840941905975,3.990525722503662
2.0,68.0,69.0,134.0,3.9896129131317144,2.4489636421203613
2.0,43.0,29.0,53.0,2.12775562107563,2.9689149856567383
2.0,72.0,71.0,137.0,3.9141313433647156,3.709815502166748
2.0,75.0,71.0,95.0,3.968479180335999,3.6324825286865234
2.0,70.0,75.0,93.0,3.969977474212647,1.6545586585998535
2.0,30.0,30.0,60.0,1.868313242122531,3.9963912963867188
1.0,27.0,29.0,54.0,1.8037929612910375,0.028373366221785545
2.0,68.0,75.0,88.0,3.2924217343330384,3.9575135707855225
2.0,76.0,69.0,127.0,3.6890305876731873,3.9803078174591064
2.0,30.0,35.0,76.0,3.9162378191947935,3.8480727672576904
1.0,46.0,47.0,106.0,3.825126576423645,2.28420352935791
1.0,30.0,29.0,68.0,1.8240522960200907,3.5124106407165527
1.0,49.0,48.0,55.0,3.2366978168487552,0.008544010110199451
2.0,40.0,48.0,55.0,3.934572446346283,2.422438859939575
2.0,51.0,69.0,120.0,3.785948145389557,3.927496910095215
1.0,74.0,76.0,138.0,3.9998415946960453,3.9781644344329834
1.0,47.0,51.0,59.0,1.944377599656582,0.0005070008337497711
1.0,75.0,75.0,143.0,3.2306605815887455,0.4305035173892975
1.0,46.0,76.0,141.0,3.99969551563263,3.997706890106201
2.0,70.0,76.0,143.0,3.9953905105590826,3.9952728748321533
1.0,41.0,33.0,143.0,3.98559377193451,2.607487916946411
2.0,50.0,30.0,53.0,2.1444523662328723,0.0006516143912449479
2.0,51.0,45.0,91.0,3.377919948101044,3.9877665042877197
2.0,72.0,71.0,141.0,3.9733644366264347,3.807593822479248
1.0,73.0,70.0,97.0,3.9902869224548345,0.059527866542339325
1.0,75.0,42.0,90.0,3.4644310116767887,3.636779308319092
2.0,49.0,63.0,84.0,2.4866928279399874,3.9944581985473633
2.0,56.0,56.0,144.0,3.991720044612885,3.9830708503723145
2.0,33.0,43.0,95.0,3.8764285206794744,3.9936723709106445
2.0,28.0,33.0,72.0,3.995763969421387,3.995833396911621
2.0,45.0,77.0,144.0,3.999206399917603,3.992959976196289
2.0,73.0,58.0,102.0,3.2818488359451297,0.22436867654323578
1.0,51.0,38.0,59.0,1.8236288458108902,2.090019941329956
1.0,55.0,38.0,98.0,3.430592727661133,1.3315701484680176
2.0,70.0,48.0,131.0,3.8828936338424684,3.995612144470215
2.0,28.0,76.0,141.0,3.5631391525268556,3.9998207092285156
2.0,74.0,76.0,131.0,3.9596596240997313,3.8851423263549805
2.0,53.0,75.0,144.0,3.9883165597915653,3.999907970428467
2.0,71.0,76.0,139.0,3.9988089442253116,1.2487181425094604
2.0,52.0,58.0,86.0,3.9975777626037603,3.9720795154571533
2.0,31.0,31.0,135.0,2.392485535144806,3.9757416248321533
1.0,56.0,39.0,54.0,3.9315767765045164,2.1177728176116943
2.0,75.0,55.0,138.0,2.9337748169898985,3.8247792720794678
2.0,49.0,76.0,102.0,3.980401933193207,3.9913573265075684
2.0,35.0,53.0,65.0,3.5583834528923037,0.047101445496082306
2.0,67.0,49.0,53.0,3.7459168434143066,2.2161500453948975
1.0,31.0,75.0,135.0,3.891482400894165,1.637075424194336
1.0,59.0,33.0,77.0,1.942845490574837,1.692070722579956
1.0,63.0,35.0,61.0,3.8273843765258793,2.701462984085083
1.0,75.0,77.0,139.0,3.010587358474732,2.072239875793457
2.0,75.0,38.0,59.0,3.994035148620606,3.956958770751953
1.0,51.0,63.0,128.0,2.002421981096268,1.7998106479644775
1.0,72.0,77.0,144.0,3.9986666679382328,3.9135284423828125
1.0,72.0,76.0,132.0,3.830505537986755,3.979670524597168
1.0,56.0,75.0,137.0,2.5382548689842226,3.408233404159546
1.0,50.0,38.0,68.0,2.168717324733734,1.674777626991272
1.0,40.0,77.0,143.0,3.994081830978394,3.4163310527801514
2.0,71.0,56.0,138.0,3.00271167755127,3.9708516597747803
2.0,24.0,47.0,95.0,3.6034632682800294,3.998919725418091
1.0,74.0,62.0,107.0,3.951233065128327,3.069343328475952
2.0,62.0,51.0,68.0,3.9984260439872745,0.09830709546804428
2.0,51.0,76.0,144.0,3.9992446899414062,3.975433588027954
2.0,63.0,34.0,54.0,3.9292067289352417,2.645599842071533
1.0,76.0,30.0,57.0,3.5650616526603702,2.6145265102386475
2.0,35.0,29.0,123.0,2.5424944400787357,3.965369701385498
2.0,26.0,76.0,124.0,3.488488292694092,0.22619590163230896
2.0,26.0,29.0,60.0,1.9684424042701723,0.027830949053168297
2.0,52.0,54.0,86.0,1.8632330607622862,3.7476253509521484
2.0,30.0,47.0,54.0,3.730787301063538,2.0981249809265137
1.0,73.0,77.0,143.0,3.9999575138092043,3.0870563983917236
1.0,52.0,58.0,136.0,3.7010314941406253,3.8979129791259766
2.0,50.0,74.0,141.0,3.90292718410492,3.6267032623291016
2.0,61.0,60.0,57.0,3.867611062526703,3.159651279449463
2.0,55.0,31.0,73.0,3.6423137426376346,3.9828221797943115
2.0,74.0,64.0,127.0,3.9995375037193304,3.9679391384124756
1.0,74.0,70.0,143.0,3.797350573539734,2.7020790576934814
2.0,59.0,56.0,63.0,2.3416390389204027,2.610516309738159
2.0,51.0,53.0,119.0,2.34535208940506,0.41364437341690063
2.0,56.0,32.0,128.0,1.8221493527293207,2.664748430252075
1.0,72.0,70.0,144.0,3.999954891204834,3.8767809867858887
1.0,73.0,58.0,138.0,3.9015078306198125,0.937811553478241
2.0,54.0,32.0,61.0,1.851286819204688,2.358421564102173
1.0,74.0,53.0,143.0,3.9912668585777284,3.7777457237243652
2.0,26.0,59.0,126.0,3.879787945747376,3.9569759368896484
1.0,26.0,31.0,55.0,2.1175554931163787,1.845808744430542
2.0,67.0,77.0,133.0,3.9983756899833685,3.92065691947937
1.0,30.0,38.0,110.0,3.4735896706581117,0.19036628305912018
2.0,65.0,76.0,123.0,3.9649049639701843,3.451564073562622
2.0,43.0,57.0,77.0,2.663329166173935,3.903158187866211
2.0,72.0,30.0,53.0,1.9793391779065133,1.328677773475647
1.0,28.0,46.0,117.0,2.4016401290893556,3.5451223850250244
2.0,29.0,39.0,65.0,3.200081539154053,3.734720468521118
2.0,57.0,71.0,57.0,3.8440575838088993,0.019092770293354988
2.0,58.0,75.0,143.0,3.5559383988380433,3.997722864151001
1.0,64.0,73.0,73.0,3.782511878013611,0.18751856684684753
1.0,33.0,60.0,75.0,2.173895263671875,0.44540122151374817
1.0,69.0,31.0,62.0,2.556783503293991,1.6494160890579224
2.0,50.0,77.0,143.0,3.99969551563263,3.9997305870056152
2.0,75.0,67.0,89.0,3.999258065223694,0.590182363986969
2.0,69.0,30.0,143.0,3.3075819611549377,1.9775500297546387
1.0,56.0,48.0,75.0,2.5724437296390534,3.3548219203948975
2.0,25.0,30.0,55.0,2.3120244264602663,0.037552885711193085
1.0,51.0,36.0,65.0,1.842163897305727,0.06321631371974945
1.0,37.0,29.0,121.0,2.1487636983394625,0.16432560980319977
2.0,73.0,75.0,136.0,3.973628664016724,1.4363350868225098
1.0,63.0,73.0,86.0,2.295464777946472,0.04137350246310234
